Name,Symbol,Price,Volume,MarketCap,New
VODAFONE IDEA LIMITED,IDEA.NS,7.29,793098356,790913941504,
OLA ELECTRIC MOBILITY LTD,OLAELEC.NS,60.14,330150795,251530133504,🚀 New!
SALASAR TECHNO ENGG. LTD.,SALASAR.NS,9.37,69411147,16179834880,🚀 New!
MIC ELECTRONICS LTD,MICEL.NS,78.59,56879203,19013357568,🚀 New!
SAMVRDHNA MTHRSN INTL LTD,MOTHERSON.NS,98.57,56293055,1040347168768,🚀 New!
PAISALO DIGITAL LIMITED,PAISALO.NS,37.59,51828212,33910616064,🚀 New!
GTL INFRA.LTD,GTLINFRA.NS,1.52,51084137,19469832192,
YES BANK LIMITED,YESBANK.NS,20.18,50676916,633064783872,🚀 New!
IOL CHEM AND PHARMA LTD,IOLCP.NS,111.79,42709998,32820203520,
JAYASWAL NECO INDUSTR LTD,JAYNECOIND.NS,62.62,41802418,60843782144,
ADITYA BIRLA FASHION & RT,ABFRL.NS,88.86,40121656,108051988480,
TATA STEEL LIMITED,TATASTEEL.NS,168.82,36395034,2105489358848,🚀 New!
ASHOK LEYLAND LTD,ASHOKLEY.NS,137.29,33584616,807421673472,
FILATEX FASHIONS LIMITED,FILATFASH.NS,0.55,32700723,4664154112,
MOTHERSON SUMI WRNG IND L,MSUMI.NS,47.26,32142237,313620660224,🚀 New!
VIKRAN ENGINEERING LTD,VIKRAN.NS,101.01,32017200,26051592192,🚀 New!
SUZLON ENERGY LIMITED,SUZLON.NS,57.45,31273114,787438436352,🚀 New!
PC JEWELLER LTD,PCJEWELLER.NS,13.58,29726802,94135746560,🚀 New!
STEEL AUTHORITY OF INDIA,SAIL.NS,131.45,26645698,543125110784,🚀 New!
DAVANGERE SUGAR COMPANY L,DAVANGERE.NS,3.86,26322635,3759469824,
SAGILITY INDIA LIMITED,SAGILITY.NS,42.02,23185521,196709498880,🚀 New!
JAIPRAKASH ASSOCIATES LTD,JPASSOCIAT.NS,3.42,22958039,8394732032,🚀 New!
RATTANINDIA POWER LIMITED,RTNPOWER.NS,12.5,21397894,67126374400,🚀 New!
HFCL LIMITED,HFCL.NS,70.97,19856226,102344417280,
IDBI BANK LIMITED,IDBI.NS,92.27,19065331,992123944960,
JAIPRAKASH POWER VEN. LTD,JPPOWER.NS,20.02,19008683,137278144512,
NMDC LTD.,NMDC.NS,74.51,15930241,655078522880,🚀 New!
JAI CORP LIMITED,JAICORPLTD.NS,172.86,15172478,30371848192,
IDFC FIRST BANK LIMITED,IDFCFIRSTB.NS,72.27,14586208,530334580736,
PARADEEP PHOSPHATES LTD,PARADEEP.NS,184.72,13838773,150802825216,🚀 New!
SARVESHWAR FOODS LIMITED,SARVES-RE.NS,0.39,11244990,0,🚀 New!
GACM TECHNOLOGIES LIMITED,GATECH.NS,0.64,11155362,822860800,
KELLTON TECH SOL LTD,KELLTONTEC.NS,26.0,11022090,13356771328,
COFFEE DAY ENTERPRISE LTD,COFFEEDAY.NS,48.81,10881797,10311209984,
DHARAN INFRA-EPC LIMITED,DHARAN.NS,0.47,9861795,2510942208,
FEDERAL BANK LTD,FEDERALBNK.NS,190.62,9815530,468441006080,
NMDC STEEL LIMITED,NSLNISP.NS,43.35,8745469,127221407744,🚀 New!
VISHAL MEGA MART LIMITED,VMM.NS,151.59,8694704,707819208704,🚀 New!
JM FINANCIAL LIMITED,JMFINANCIL.NS,192.24,8641064,183812587520,
BRIGHTCOM GROUP LIMITED,BCG.NS,14.77,8372983,29833037824,
RELIANCE COMMUNICATIONS L,RCOM.NS,1.37,8369619,3759622656,🚀 New!
CUPID LIMITED,CUPID.NS,188.02,8306471,50557825024,
CANARA BANK,CANBK.NS,108.11,8138092,980719894528,
BELRISE INDUSTRIES LTD,BELRISE.NS,142.79,8002617,127065817088,
INDIAN RAILWAY FIN CORP L,IRFC.NS,124.57,7867040,1627943075840,
PUNJAB NATIONAL BANK,PNB.NS,104.21,7607078,1197675118592,🚀 New!
UJJIVAN SMALL FINANC BANK,UJJIVANSFB.NS,44.17,7545783,85625307136,🚀 New!
LEMON TREE HOTELS LTD,LEMONTREE.NS,177.93,7531891,140917522432,
EASY TRIP PLANNERS LTD,EASEMYTRIP.NS,8.57,7469044,31204311040,
SAMMAAN CAPITAL LIMITED,SAMMAANCAP.NS,137.72,7411228,111905619968,🚀 New!
NETWORK18 MEDIA & INV LTD,NETWORK18.NS,55.03,7094540,84887625728,🚀 New!
ELECTRONICS MART IND LTD,EMIL.NS,152.63,6573129,58724241408,
NTPC GREEN ENERGY LIMITED,NTPCGREEN.NS,102.89,6492854,866985115648,🚀 New!
BARTRONICS INDIA LIMITED,ASMS.NS,15.1,6233164,4599112704,
UCO BANK,UCOBANK.NS,28.66,6144643,360261943296,🚀 New!
INOX WIND LIMITED,INOXWIND.NS,147.33,5949683,254621597696,
INDIAN OVERSEAS BANK,IOB.NS,39.08,5854481,752938778624,
GAIL (INDIA) LTD,GAIL.NS,172.37,5675444,1133346553856,
NHPC LTD,NHPC.NS,78.64,5609904,790449946624,🚀 New!
PVP VENTURES LIMITED,PVP.NS,31.6,5547944,8240205824,🚀 New!
SBC EXPORTS LIMITED,SBC.NS,20.32,5538706,9685649408,🚀 New!
INFIBEAM AVENUES LIMITED,INFIBEAM.NS,16.15,5483736,51950350336,
IRB INFRA DEV LTD.,IRB.NS,42.25,5456830,255328567296,
GMR AIRPORTS LIMITED,GMRAIRPORT.NS,86.28,5382191,911876096000,
BAJAJ HINDUSTHAN SUGAR LT,BAJAJHIND.NS,21.06,5275656,26208747520,
RATTANINDIA ENT LIMITED,RTNINDIA.NS,61.29,5228640,84661723136,🚀 New!
JTL INDUSTRIES LIMITED,JTLIND.NS,80.27,5186245,31552690176,
AVANTEL LIMITED,AVANTEL.NS,170.27,5184060,45172633600,
RAMA STEEL TUBES LIMITED,RAMASTEEL.NS,10.28,5136896,16018912256,🚀 New!
INDIAN OIL CORP LTD,IOC.NS,140.9,5068514,1940418330624,
NBCC (INDIA) LIMITED,NBCC.NS,102.54,5057654,276884684800,🚀 New!
ALOK INDUSTRIES LIMITED,ALOKINDS.NS,18.19,4956276,90367369216,
RELIANCE POWER LTD.,RPOWER.NS,46.17,4733072,190334435328,🚀 New!
SEPC LIMITED,SEPC.NS,11.95,4699666,19821942784,🚀 New!
EDELWEISS FIN SERV LTD,EDELWEISS.NS,117.74,4562130,110630739968,
SURANA TELECOM AND POW LT,SURANAT&P.NS,28.42,4538557,3858299136,🚀 New!
CENTRAL BANK OF INDIA,CENTRALBK.NS,35.72,4090969,323867541504,
JYOTI STRUCTURES LTD,JYOTISTRUC.NS,15.81,4047743,18833664000,
SHREE RENUKA SUGARS LTD,RENUKA.NS,31.87,4037324,67834978304,🚀 New!
THE SOUTH INDIAN BANK LTD,SOUTHBANK.NS,28.62,3936337,74890526720,🚀 New!
HIMATSINGKA SEIDE LTD,HIMATSEIDE.NS,127.99,3812171,16093718528,
DISH TV INDIA LTD.,DISHTV.NS,5.53,3708144,10219771904,
IFCI LTD,IFCI.NS,53.13,3661410,143148679168,
LLOYDS ENGG WORK LIMITED,LLOYDSENGG.NS,64.68,3614339,88711208960,
MAGELLANIC CLOUD LIMITED,MCLOUD.NS,79.54,3588485,46762123264,🚀 New!
JSW CEMENT LIMITED,JSWCEMENT.NS,149.21,3540018,203426955264,
VIKAS LIFECARE LIMITED,VIKASLIFE.NS,2.26,3537026,4221905920,🚀 New!
FUTURE CONSUMER LIMITED,FCONSUMER.NS,0.43,3536286,858722944,🚀 New!
STL NETWORKS LIMITED,STLNETWORK.NS,21.99,3408014,10729382912,🚀 New!
BANK OF INDIA,BANKINDIA.NS,113.2,3337514,515362258944,
VIKAS ECOTECH LIMITED,VIKASECO.NS,2.1,3282992,2929625856,🚀 New!
REGAAL RESOURCES LIMITED,REGAAL.NS,110.58,3260300,11359109120,🚀 New!
ARISINFRA SOLUTIONS LTD,ARISINFRA.NS,160.88,3204592,13039082496,
NIVA BUPA HEALTH INS CO L,NIVABUPA.NS,83.23,3199033,153564348416,🚀 New!
SARVESHWAR FOODS LIMITED,SARVESHWAR.NS,7.48,3196765,7710683136,🚀 New!
STERLITE TECHNOLOGIES LTD,STLTECH.NS,120.97,3195685,59027795968,🚀 New!
TEAMO PRODUCTIONS HQ LTD,TPHQ.NS,0.74,3097292,811202816,🚀 New!
BANK OF MAHARASHTRA,MAHABANK.NS,53.07,3011384,408656510976,
SPIC LTD,SPIC.NS,114.97,2943201,23426746368,🚀 New!
TRIDENT LIMITED,TRIDENT.NS,28.23,2894918,143944482816,🚀 New!
INDIAN RENEWABLE ENERGY,IREDA.NS,145.55,2876537,408995495936,
INDIAN ENERGY EXC LTD,IEX.NS,142.3,2833153,126540275712,
ARFIN INDIA LIMITED,ARFIN.NS,39.56,2803460,6702650880,
HINDUSTAN CONSTRUC,HCC.NS,28.73,2766592,52273659904,
BAJAJ HOUSING FINANCE LTD,BAJAJHFL.NS,112.22,2695220,935054082048,
NANDAN DENIM LIMITED,NDL.NS,3.53,2668256,5118076416,🚀 New!
AKSHAR SPINTEX LIMITED,AKSHAR.NS,0.56,2656323,440982112,
MUFIN GREEN FINANCE LTD,MUFIN.NS,89.0,2608518,15400382464,🚀 New!
UNION BANK OF INDIA,UNIONBANK.NS,128.05,2606885,977483792384,🚀 New!
ZEE ENTERTAINMENT ENT LTD,ZEEL.NS,116.09,2524499,111506644992,🚀 New!
DELTA CORP LIMITED,DELTACORP.NS,84.52,2491103,22653302784,
MUNJAL AUTO IND. LTD.,MUNJALAU.NS,95.58,2488793,9558000640,🚀 New!
DIAMOND POWER INFRA LTD,DIACABS.NS,142.31,2462987,74993246208,
VASCON ENGINEERS LTD,VASCONEQ.NS,54.41,2392964,12316683264,🚀 New!
HIGHWAY INFRASTRUCTURE L,HILINFRA.NS,85.71,2339579,6147849216,
VAKRANGEE LIMITED,VAKRANGEE.NS,8.93,2328389,9683781632,🚀 New!
NILA SPACES LIMITED,NILASPACES.NS,16.34,2299127,6449136640,🚀 New!
INTEGRA ESSENTIA LIMITED,ESSENTIA.NS,1.88,2246223,2007257216,
HEMISPHERE PROP IND LTD,HEMIPROP.NS,178.23,2234534,50795548672,
DHANI SERVICES LIMITED,DHANI.NS,62.67,2229748,36621774848,
EMBASSY DEVELOPMENTS LTD,EMBDL.NS,95.08,2227543,130319507456,
YATRA ONLINE LIMITED,YATRA.NS,161.15,2179846,25288624128,🚀 New!
GODHA CABCON INSULAT LTD,GODHA.NS,0.59,2166925,393081568,
RAJESH EXPORTS LTD,RAJESHEXPO.NS,191.33,2140432,56492097536,🚀 New!
CITY UNION BANK LTD,CUB.NS,197.24,2075033,146164514816,🚀 New!
SJVN LTD,SJVN.NS,92.87,2059696,364960546816,🚀 New!
JAIN IRRIGATION SYSTEMS,JISLJALEQS.NS,53.26,1998841,38709100544,
SADHANA NITROCHEM LIMITED,SADHNANIQ.NS,10.26,1984175,3379757056,🚀 New!
INDOGULF CROPSCIENCES LTD,IGCL.NS,115.33,1968220,7291623936,
RICO AUTO INDUSTRIES LTD,RICOAUTO.NS,102.27,1965052,13843777536,🚀 New!
BANDHAN BANK LIMITED,BANDHANBNK.NS,164.54,1894556,265166061568,
LLOYDS ENTERPRISES LTD,LLOYDSENT.NS,72.37,1883125,100901871616,
FCS SOFTWARE SOLN. LTD.,FCSSOFT.NS,2.4,1861553,4102919936,
BARAK VALLEY CEM. LTD.,BVCL.NS,67.7,1822331,1504483456,
SERVOTECH REN POW SYS LTD,SERVOTECH.NS,131.3,1794859,29495887872,🚀 New!
SIGACHI INDUSTRIES LTD,SIGACHI.NS,31.36,1786838,11983188992,🚀 New!
DEVYANI INTERNATIONAL LTD,DEVYANI.NS,180.19,1786708,222313021440,
CENTURY EXTRUSIONS LTD,CENTEXT.NS,26.12,1745873,2098238080,
ORIENT GREEN POWER CO LTD,GREENPOWER.NS,14.07,1737210,16516349952,
HATHWAY CABLE & DATACOM,HATHWAY.NS,14.8,1719337,26197479424,
LAXMI INDIA FINANCE LTD,LAXMIINDIA.NS,167.55,1713611,8757486592,
RESTAURANT BRAND ASIA LTD,RBA.NS,80.14,1707648,46656868352,🚀 New!
MMTC LIMITED,MMTC.NS,65.22,1675716,97830002688,🚀 New!
JAMNA AUTO IND LTD,JAMNAAUTO.NS,106.46,1660871,42475409408,
MOREPEN LAB. LTD,MOREPENLAB.NS,49.09,1623228,26899060736,🚀 New!
RELIANCE HOME FINANCE LTD,RHFL.NS,4.81,1603610,2333133824,🚀 New!
IRCON INTERNATIONAL LTD,IRCON.NS,171.74,1558983,161524219904,
SPACENET ENTERS IND LTD,SPCENET.NS,7.69,1538795,4342358016,🚀 New!
PIRAMAL PHARMA LIMITED,PPLPHARMA.NS,198.94,1531387,263131971584,🚀 New!
NAKODA GROUP OF IND. LTD,NGIL.NS,36.06,1529655,458867136,🚀 New!
SURANA SOLAR LIMITED,SURANASOL.NS,36.71,1527704,1808007808,🚀 New!
MAHANAGAR TELEPHONE NIGAM,MTNL.NS,44.71,1505277,28186034176,🚀 New!
CAPRI GLOBAL CAPITAL LTD,CGCL.NS,185.08,1502378,177979408384,
FILATEX INDIA LTD,FILATEX.NS,55.88,1490396,24802617344,
WELSPUN LIVING LIMITED,WELSPUNLIV.NS,114.77,1447846,109680287744,🚀 New!
ZEE MEDIA CORPORATION LTD,ZEEMEDIA.NS,12.38,1440415,7749100544,🚀 New!
RASHTRIYA CHEMICALS & FER,RCF.NS,154.9,1438311,85456470016,🚀 New!
INDO THAI SEC LTD,INDOTHAI.NS,166.04,1428520,19853899776,
DCW LTD,DCW.NS,73.17,1370201,21665708032,
MANGALAM GLOBAL ENT LTD,MGEL.NS,15.66,1351439,5160846848,🚀 New!
PARKHOTELS,PARKHOTELS.NS,160.48,1347556,34242258944,🚀 New!
OSIA HYPER RETAIL LIMITED,OSIAHYPER.NS,23.42,1328075,3117764096,🚀 New!
GLOBE TEXTILES (I) LTD.,GLOBE.NS,2.18,1324009,754617920,
STEEL EXCHANGE INDIA LTD,STEELXIND.NS,9.21,1319410,11536814080,🚀 New!
ALLCARGO LOGISTICS LTD,ALLCARGO.NS,31.33,1299856,30790559744,
EXCEL REALTY N INFRA LTD,EXCEL.NS,1.53,1299846,2172752896,
SAMBHV STEEL TUBES LTD,SAMBHV.NS,124.44,1299484,36707934208,🚀 New!
KESORAM INDUSTRIES LTD,KESORAMIND.NS,5.39,1282883,1674478976,
BOMBAY DYEING & MFG. CO L,BOMDYEING.NS,177.79,1271628,36723945472,
PATEL ENGINEERING LTD.,PATELENG.NS,37.42,1266979,30208489472,🚀 New!
PUNJAB & SIND BANK,PSB.NS,28.54,1241760,202508140544,🚀 New!
AXITA COTTON LIMITED,AXITA.NS,8.81,1238452,3067377664,
NAVKAR CORPORATION LTD.,NAVKARCORP.NS,126.14,1236359,18986467328,🚀 New!
ADITYA BIRLA LIFES BRAN L,ABLBL.NS,143.44,1225634,174420180992,
URJA GLOBAL LIMITED,URJA.NS,14.13,1224446,7867612160,🚀 New!
CONS. CONST. CONSORT LTD,CCCL.NS,19.36,1215593,8649254912,
EQUITAS SMALL FIN BNK LTD,EQUITASBNK.NS,52.1,1209596,59416924160,
MOTISONS JEWELLERS LTD,MOTISONS.NS,19.05,1203480,18792822784,🚀 New!
SHRENIK LIMITED,SHRENIK.NS,0.53,1177030,324359968,🚀 New!
ADITYA BIRLA MONEY LTD,BIRLAMONEY.NS,190.28,1169544,10854046720,
GACM TECHNOLOGIES LIMITED,GATECHDVR.NS,0.55,1146017,811909952,
ARSHIYA LIMITED,ARSHIYA.NS,1.79,1132270,543986368,
J & K BANK LTD.,J&KBANK.NS,100.21,1116610,110349246464,
KAMDHENU VENTURES LIMITED,KAMOPAINTS.NS,9.29,1111250,2920357888,
MEGHMANI ORGANICS LIMITED,MOL.NS,80.59,1090012,20500322304,🚀 New!
MIRCELECTR-DEPO,MIRCELECTR.NS,28.85,1069071,8108090880,🚀 New!
UNITECH LIMITED,UNITECH.NS,6.93,1067825,18235463680,🚀 New!
WESTERN CARRIERS (IND) L,WCIL.NS,136.11,1067108,13877095424,🚀 New!
JINDAL WORLDWIDE LTD,JINDWORLD.NS,36.25,1067089,36354400256,
